type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,latitude,longitude,borough,price_per_sqft,price_range
Co-Op,279000,3,1,1400.0,"Bronx, NY 10462",United States,New York,Bronx County,40.8563536,-73.865974,Bronx,199.29,< $500K
House,1725000,3,2,1508.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6208655,-74.036863,Brooklyn,1143.9,$1M–$2M
Multi-Family,1698000,4,4,3620.0,"Staten Island, NY 10312",United States,New York,Richmond County,40.5357703,-74.1849822,Staten Island,469.06,$1M–$2M
House,438000,2,2,1354.0,"Staten Island, NY 10312",United States,New York,Richmond County,40.5628043,-74.1853825,Staten Island,323.49,< $500K
Co-Op,100000,3,1,512.0,"Far Rockaway, NY 11691",New York,Queens County,Queens,40.6042895,-73.7478287,Queens,195.31,< $500K
Co-Op,299000,1,1,2184.207862,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7490984,-73.8849909,Queens,136.89,< $500K
Condo,625000,2,2,995.0,"Bayside, NY 11360",New York,Queens County,Queens,40.7780359,-73.7808993,Queens,628.14,$500K–$1M
House,350000,3,2,1520.0,"Brooklyn, NY 11208",United States,New York,Kings County,40.6758271,-73.8828978,Brooklyn,230.26,< $500K
Co-Op,699999,3,2,2184.207862,"Crown Heights, NY 11213",New York,Kings County,Brooklyn,40.6672186,-73.9566539,Brooklyn,320.48,$500K–$1M
Co-Op,529000,1,1,2184.207862,"New York, NY 10010",New York,New York County,New York,40.7371253,-73.9806613,Manhattan,242.19,$500K–$1M
Townhouse,23000000,5,6,7058.0,"Manhattan, NY 10011",United States,New York,New York County,40.7439188,-74.0014359,Manhattan,3258.71,$10M–$50M
House,599000,3,2,1208.0,"Jamaica, NY 11421",United States,New York,Queens County,40.6892122,-73.8634426,Queens,495.86,$500K–$1M
Co-Op,279900,1,1,900.0,"Bronx, NY 10451",New York,Bronx County,The Bronx,40.8301222,-73.9202611,Bronx,311.0,< $500K
Co-Op,165000,1,1,875.0,"Bronx, NY 10470",New York,Bronx County,The Bronx,40.8994229,-73.8706379,Bronx,188.57,< $500K
Co-Op,270000,1,1,2184.207862,"Brooklyn, NY 11214",New York,Kings County,Brooklyn,40.6047809,-73.9920476,Brooklyn,123.61,< $500K
Condo,625000,2,1,825.0,"Long Island City, NY 11109",New York,Queens County,Queens,40.744346,-73.957101,Queens,757.58,$500K–$1M
Co-Op,279900,1,1,900.0,"Bronx, NY 10451",New York,Bronx County,The Bronx,40.8301222,-73.9202611,Bronx,311.0,< $500K
Townhouse,23000000,5,6,7058.0,"Manhattan, NY 10011",United States,New York,New York County,40.7439188,-74.0014359,Manhattan,3258.71,$10M–$50M
Multi-Family,580000,5,2,1780.0,"Brooklyn, NY 11235",United States,New York,Kings County,40.5874424,-73.9675716,Brooklyn,325.84,$500K–$1M
Condo,979000,3,2,1272.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6295982,-74.0275565,Brooklyn,769.65,$500K–$1M
Co-Op,269000,2,1,2184.207862,"New York, NY 10037",New York,New York County,New York,40.8099353,-73.9377818,Manhattan,123.16,< $500K
House,1700000,3,4,2184.207862,"Jamaica, NY 11436",United States,New York,Queens County,40.6693668,-73.7996259,Queens,778.31,$1M–$2M
Co-Op,499000,2,2,2184.207862,"New York, NY 10128",New York,New York County,New York,40.7762825,-73.9453865,Manhattan,228.46,< $500K
House,1699888,3,3,2275.0,"Howard Beach, NY 11414",United States,New York,Queens County,40.6556445,-73.848959,Queens,747.2,$1M–$2M
House,3100000,6,4,2184.207862,"Far Rockaway, NY 11691",United States,New York,Queens County,40.6021451,-73.7401761,Queens,1419.28,$2M–$5M
House,499000,4,2,1752.0,"Bronx, NY 10463",United States,New York,Bronx County,40.8717268,-73.9050847,Bronx,284.82,< $500K
Multi-Family,1250000,6,2,3312.0,"Elmhurst, NY 11373",United States,New York,Queens County,40.7459265,-73.868944,Queens,377.42,$1M–$2M
Co-Op,245000,2,1,900.0,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.6014996,-73.9324298,Brooklyn,272.22,< $500K
Townhouse,5800000,7,5,6360.0,"Brooklyn, NY 11217",United States,New York,Kings County,40.6884736,-73.9747288,Brooklyn,911.95,$5M–$10M
House,2350000,5,4,4270.0,"Staten Island, NY 10309",United States,New York,Richmond County,40.5251737,-74.2176044,Staten Island,550.35,$2M–$5M
Co-Op,425000,3,1,450.0,"Manhattan, NY 10011",New York,New York County,New York,40.7464807,-74.0018835,Manhattan,944.44,< $500K
House,799000,3,2,2340.0,"Staten Island, NY 10314",United States,New York,Richmond County,40.5887913,-74.1444799,Staten Island,341.45,$500K–$1M
Multi-Family,725000,4,2,1700.0,"Brooklyn, NY 11208",United States,New York,Kings County,40.6681943,-73.8749046,Brooklyn,426.47,$500K–$1M
Co-Op,3695000,2,2,1697.0,"Manhattan, NY 10012",New York,New York County,New York,40.7246503,-73.9960912,Manhattan,2177.37,$2M–$5M
House,1499999,5,3,2184.207862,"Richmond Hill, NY 11418",United States,New York,Queens County,40.695043,-73.832656,Queens,686.75,$1M–$2M
House,1250000,4,3,2184.207862,"Flushing, NY 11358",United States,New York,Queens County,40.7684367,-73.7969886,Queens,572.29,$1M–$2M
House,1199000,4,1,1840.0,"Brooklyn, NY 11228",United States,New York,Kings County,40.6165131,-74.0045846,Brooklyn,651.63,$1M–$2M
Condo,28000000,4,4,5000.0,"Manhattan, NY 10013",New York,New York County,New York,40.7229769,-74.0093524,Manhattan,5600.0,$10M–$50M
Condo,719000,3,2,2184.207862,"Whitestone, NY 11357",New York,Queens County,Queens,40.7964178,-73.8058096,Queens,329.18,$500K–$1M
Co-Op,169000,3,1,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7205894,-73.8359422,Queens,77.37,< $500K
Co-Op,99000,1,1,850.0,"Bronx, NY 10452",New York,Bronx County,The Bronx,40.83645,-73.924271,Bronx,116.47,< $500K
House,399000,3,2,1601.0,"Queens, NY 11429",United States,New York,Queens County,40.7115495,-73.7464296,Queens,249.22,< $500K
Condo,1300000,2,2,1140.0,"New York, NY 10025",New York,New York County,New York,40.7945469,-73.9649582,Manhattan,1140.35,$1M–$2M
Multi-Family,888000,5,4,2184.207862,"Brooklyn, NY 11207",United States,New York,Kings County,40.6741308,-73.8908415,Brooklyn,406.55,$500K–$1M
Multi-Family,1308888,4,3,2184.207862,"Whitestone, NY 11357",United States,New York,Queens County,40.7836228,-73.8141298,Queens,599.25,$1M–$2M
House,1265000,3,2,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,40.7151328,-73.8834603,Queens,579.16,$1M–$2M
Condo,558000,1,1,751.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.619526,-74.0311577,Brooklyn,743.01,$500K–$1M
House,1280000,4,2,2340.0,"Douglaston, NY 11363",United States,New York,Queens County,40.7690548,-73.7444989,Queens,547.01,$1M–$2M
Co-Op,429000,2,2,1450.0,"Bronx, NY 10463",Bronx County,The Bronx,Riverdale,40.8868607,-73.9129726,Bronx,295.86,< $500K
Condo,399900,2,2,853.0,"Staten Island, NY 10314",New York,Richmond County,Staten Island,40.5803785,-74.1578058,Staten Island,468.82,< $500K
House,499900,3,1,1040.0,"Staten Island, NY 10303",United States,New York,Richmond County,40.6281869,-74.1606727,Staten Island,480.67,< $500K
Co-Op,429000,2,2,1450.0,"Bronx, NY 10463",Bronx County,The Bronx,Riverdale,40.8868607,-73.9129726,Bronx,295.86,< $500K
Multi-Family,2489000,4,4,2334.0,"Brooklyn, NY 11215",United States,New York,Kings County,40.671985,-73.9889397,Brooklyn,1066.41,$2M–$5M
Condo,255500,1,1,950.0,"Staten Island, NY 10305",New York,Richmond County,Staten Island,40.6077498,-74.0743086,Staten Island,268.95,< $500K
House,30000000,5,2,6000.0,"New York, NY 10014",United States,New York,New York County,40.7371772,-74.0024577,Manhattan,5000.0,$10M–$50M
Condo,395000,3,1,2184.207862,"Manhattan, NY 10028",New York,New York County,New York,40.778484,-73.9524912,Manhattan,180.84,< $500K
Multi-Family,1090000,5,3,2184.207862,"College Point, NY 11356",United States,New York,Queens County,40.7922364,-73.8405165,Queens,499.04,$1M–$2M
Multi-Family,471300,4,2,2175.0,"Brooklyn, NY 11207",United States,New York,Kings County,40.6629386,-73.8878146,Brooklyn,216.69,< $500K
Condo,9450000,2,3,3918.0,"New York, NY 10012",New York,New York County,New York,40.7228178,-74.00088,Manhattan,2411.94,$5M–$10M
House,1089000,4,2,1720.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6275081,-74.018889,Brooklyn,633.14,$1M–$2M
Co-Op,220000,1,1,500.0,"Brooklyn, NY 11213",New York,Kings County,Brooklyn,40.6699448,-73.9429395,Brooklyn,440.0,< $500K
Townhouse,9950000,10,10,8000.0,"Manhattan, NY 10003",United States,New York,New York County,40.7369927,-73.9868876,Manhattan,1243.75,$5M–$10M
Co-Op,295000,2,1,950.0,"Rosedale, NY 11422",United States,New York,Queens County,40.6778447,-73.7335012,Queens,310.53,< $500K
House,1375000,5,4,2704.0,"Staten Island, NY 10314",United States,New York,Richmond County,40.606711,-74.1447092,Staten Island,508.51,$1M–$2M
Co-Op,399000,2,2,1050.0,"Brooklyn, NY 11224",New York,Kings County,Brooklyn,40.5776924,-73.9737314,Brooklyn,380.0,< $500K
Co-Op,219999,2,1,800.0,"Bronx, NY 10463",New York,Bronx County,The Bronx,40.8833792,-73.907461,Bronx,275.0,< $500K
Co-Op,129000,3,1,2184.207862,"Jamaica, NY 11432",New York,Queens County,Queens,40.7104509,-73.7982064,Queens,59.06,< $500K
Co-Op,329000,1,1,2184.207862,"Queens, NY 11104",New York,Queens County,Queens,40.739059,-73.9229803,Queens,150.63,< $500K
House,639000,4,2,1856.0,"Staten Island, NY 10306",United States,New York,Richmond County,40.5774962,-74.1181004,Staten Island,344.29,$500K–$1M
Contingent,750000,4,4,1240.0,"Staten Island, NY 10312",United States,New York,Richmond County,40.5546832,-74.1780566,Staten Island,604.84,$500K–$1M
House,499999,3,2,1763.0,"Staten Island, NY 10304",United States,New York,Richmond County,40.6175808,-74.0858322,Staten Island,283.61,< $500K
Co-Op,560000,2,2,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7223099,-73.84153,Queens,256.39,$500K–$1M
Townhouse,1268000,3,2,1513.0,"Forest Hills, NY 11375",United States,New York,Queens County,40.7240812,-73.8521227,Queens,838.07,$1M–$2M
House,1899000,7,4,2800.0,"Brooklyn, NY 11234",United States,New York,Kings County,40.6049921,-73.9106532,Brooklyn,678.21,$1M–$2M
Co-Op,129000,3,1,2184.207862,"Jamaica, NY 11432",New York,Queens County,Queens,40.7104509,-73.7982064,Queens,59.06,< $500K
Co-Op,888000,3,2,1600.0,"Forest Hills, NY 11375",New York,Queens County,Queens,40.724514,-73.8458441,Queens,555.0,$500K–$1M
Multi-Family,2100000,20,8,7200.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6330213,-74.0274188,Brooklyn,291.67,$2M–$5M
House,2900000,5,2,6707.0,"Staten Island, NY 10304",United States,New York,Richmond County,40.6000344,-74.1064235,Staten Island,432.38,$2M–$5M
House,1250000,4,2,2184.207862,"Flushing, NY 11355",United States,New York,Queens County,40.7562704,-73.8180817,Queens,572.29,$1M–$2M
Condo,1078000,3,2,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7270139,-73.8523359,Queens,493.54,$1M–$2M
House,3200000,4,4,2950.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6286854,-74.0372417,Brooklyn,1084.75,$2M–$5M
Co-Op,555555,1,1,2184.207862,"Manhattan, NY 10024",New York,New York County,New York,40.7914938,-73.9756337,Manhattan,254.35,$500K–$1M
Co-Op,293900,1,1,2184.207862,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7512505,-73.8814433,Queens,134.56,< $500K
House,1175000,3,2,1192.0,"Brooklyn, NY 11220",United States,New York,Kings County,40.6369819,-74.0276787,Brooklyn,985.74,$1M–$2M
Land,160000,3,2,2184.207862,"Queens Village, NY 11429",United States,New York,Queens County,40.7066981,-73.7439122,Queens,73.25,< $500K
Contingent,999999,3,2,1880.0,"Brooklyn, NY 11220",United States,New York,Kings County,40.6325838,-74.0194607,Brooklyn,531.91,$500K–$1M
House,1448000,5,4,2000.0,"Bellerose, NY 11426",United States,New York,Queens County,40.735335,-73.7142031,Queens,724.0,$1M–$2M
House,2950000,6,5,5436.0,"Brooklyn, NY 11234",United States,New York,Kings County,40.6037688,-73.9113665,Brooklyn,542.68,$2M–$5M
Co-Op,150000,3,1,600.0,"Corona, NY 11368",New York,Queens County,Queens,40.7364499,-73.8584826,Queens,250.0,< $500K
Condo,354900,2,1,673.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6343667,-74.0311335,Brooklyn,527.34,< $500K
Condo,580000,2,2,2184.207862,"Jackson Heights, NY 11372",United States,New York,Queens County,40.7510826,-73.8738365,Queens,265.54,$500K–$1M
House,969000,3,2,1776.0,"Middle Village, NY 11379",United States,New York,Queens County,40.7165988,-73.883495,Queens,545.61,$500K–$1M
Condo,530000,1,1,538.0,"Brooklyn, NY 11214",United States,New York,Kings County,40.5954596,-73.9968422,Brooklyn,985.13,$500K–$1M
House,3900000,5,6,7723.0,"Malba, NY 11357",United States,New York,Queens County,40.7924353,-73.8258362,Queens,504.99,$2M–$5M
Condo,624999,3,2,2184.207862,"Brooklyn, NY 11234",New York,Kings County,Brooklyn,40.6283771,-73.9175027,Brooklyn,286.14,$500K–$1M
House,551000,3,2,2184.207862,"Brooklyn, NY 11234",United States,New York,Kings County,40.6214749,-73.932287,Brooklyn,252.27,$500K–$1M
Townhouse,14800000,8,10,2184.207862,"New York, NY 10003",United States,New York,New York County,40.7345123,-73.9874441,Manhattan,6775.91,$10M–$50M
House,450000,3,2,1122.0,"Bronx, NY 10464",United States,New York,Bronx County,40.8408308,-73.7856681,Bronx,401.07,< $500K
Condo,475000,2,1,1296.0,"Staten Island, NY 10308",United States,New York,Richmond County,40.5527755,-74.1539297,Staten Island,366.51,< $500K
Condo,995000,3,2,2184.207862,"New York, NY 10025",New York,New York County,New York,40.7974456,-73.9620195,Manhattan,455.54,$500K–$1M
Co-Op,650000,1,1,2184.207862,"New York, NY 10022",New York,New York County,New York,40.7582795,-73.9624506,Manhattan,297.59,$500K–$1M
Co-Op,250000,2,1,2184.207862,"Woodhaven, NY 11421",New York,Queens County,Queens,40.700309,-73.8535466,Queens,114.46,< $500K
Co-Op,125000,3,1,600.0,"Bronx, NY 10461",New York,Bronx County,The Bronx,40.8455961,-73.8264218,Bronx,208.33,< $500K
Co-Op,2200000,3,3,2195.0,"Manhattan, NY 10025",New York,New York County,New York,40.7904197,-73.966175,Manhattan,1002.28,$2M–$5M
Condo,925000,2,1,2184.207862,"New York, NY 10012",New York,New York County,New York,40.7213854,-73.9939529,Manhattan,423.49,$500K–$1M
House,639000,3,2,2184.207862,"Brooklyn, NY 11234",United States,New York,Kings County,40.6214608,-73.905805,Brooklyn,292.55,$500K–$1M
House,215000,3,2,1509.0,"Saint Albans, NY 11412",United States,New York,Queens County,40.6982271,-73.7605874,Queens,142.48,< $500K
House,2050000,6,6,5600.0,"Staten Island, NY 10304",United States,New York,Richmond County,40.5856353,-74.1068594,Staten Island,366.07,$2M–$5M
Co-Op,279000,2,2,1050.0,"Bronx, NY 10470",United States,New York,Bronx County,40.898666,-73.8738365,Bronx,265.71,< $500K
Condo,785000,2,2,968.0,"Brooklyn, NY 11214",New York,Kings County,Brooklyn,40.6039146,-73.9980848,Brooklyn,810.95,$500K–$1M
House,669000,3,2,1312.0,"Staten Island, NY 10314",United States,New York,Richmond County,40.6013797,-74.1380964,Staten Island,509.91,$500K–$1M
Multi-Family,3650000,4,4,2880.0,"Brooklyn, NY 11201",United States,New York,Kings County,40.6938815,-73.9983127,Brooklyn,1267.36,$2M–$5M
Townhouse,6700000,4,4,3740.0,"New York, NY 10025",United States,New York,New York County,40.7918625,-73.9667605,Manhattan,1791.44,$5M–$10M
Multi-Family,681000,6,3,2184.207862,"Brooklyn, NY 11207",United States,New York,Kings County,40.6648825,-73.8826911,Brooklyn,311.78,$500K–$1M
Multi-Family,530000,2,2,1672.0,"Staten Island, NY 10303",United States,New York,Richmond County,40.6268626,-74.1476451,Staten Island,316.99,$500K–$1M
Condo,1700000,2,2,1580.0,"Brooklyn, NY 11216",New York,Kings County,Brooklyn,40.6763522,-73.9543474,Brooklyn,1075.95,$1M–$2M
Co-Op,339000,1,1,1085.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6171201,-74.0385203,Brooklyn,312.44,< $500K
House,800000,3,2,1224.0,"Old Mill Basin, NY 11234",United States,New York,Kings County,40.6125589,-73.9230425,Brooklyn,653.59,$500K–$1M
Co-Op,189000,1,1,700.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.906568,-73.8968047,Bronx,270.0,< $500K
Co-Op,48000000,5,2,2184.207862,"New York, NY 10021",New York,New York County,New York,40.7707516,-73.9645283,Manhattan,21975.93,$10M–$50M
Co-Op,4995000,2,2,2184.207862,"Manhattan, NY 10021",New York,New York County,New York,40.7737635,-73.9644574,Manhattan,2286.87,$2M–$5M
Contingent,835000,5,2,2050.0,"Staten Island, NY 10306",United States,New York,Richmond County,40.5582716,-74.1160817,Staten Island,407.32,$500K–$1M
House,999999,2,2,1198.0,"New York, NY 10128",New York,New York County,New York,40.7803429,-73.947266,Manhattan,834.72,$500K–$1M
Condo,575000,3,2,877.0,"Ridgewood, NY 11385",New York,Queens County,Queens,40.7019793,-73.8942094,Queens,655.64,$500K–$1M
Co-Op,385000,1,1,2184.207862,"New York, NY 10033",United States,New York,New York County,40.8522694,-73.939181,Manhattan,176.27,< $500K
Townhouse,7950000,4,2,3397.0,"Manhattan, NY 10014",United States,New York,New York County,40.7319485,-74.0025061,Manhattan,2340.3,$5M–$10M
Co-Op,175000,3,1,2184.207862,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.6329634,-73.9709274,Brooklyn,80.12,< $500K
Multi-Family,915999,5,3,2184.207862,"East Elmhurst, NY 11369",United States,New York,Queens County,40.7618985,-73.8758538,Queens,419.37,$500K–$1M
Multi-Family,1850000,12,8,5250.0,"Brooklyn, NY 11229",United States,New York,Kings County,40.6074371,-73.9588281,Brooklyn,352.38,$1M–$2M
Condo,40000000,5,6,7488.0,"New York, NY 10007",New York,New York County,New York,40.715351,-74.0128441,Manhattan,5341.88,$10M–$50M
Multi-Family,1850000,12,8,5250.0,"Brooklyn, NY 11229",United States,New York,Kings County,40.6074371,-73.9588281,Brooklyn,352.38,$1M–$2M
Co-Op,175000,1,1,800.0,"Bronx, NY 10458",New York,Bronx County,The Bronx,40.8742949,-73.883753,Bronx,218.75,< $500K
House,729000,4,2,2184.207862,"Cambria Heights, NY 11411",United States,New York,Queens County,40.6917538,-73.7370978,Queens,333.76,$500K–$1M
Townhouse,5995000,6,4,4000.0,"Brooklyn, NY 11231",United States,New York,Kings County,40.6868209,-73.9988226,Brooklyn,1498.75,$5M–$10M
Co-Op,480000,2,1,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7291499,-73.84944,Queens,219.76,< $500K
House,4200000,5,4,4480.0,"New York, NY 10024",United States,New York,New York County,40.788437,-73.9731887,Manhattan,937.5,$2M–$5M
Townhouse,1198000,4,2,2184.207862,"Queens, NY 11375",United States,New York,Queens County,40.7129312,-73.8561994,Queens,548.48,$1M–$2M
House,1848000,6,2,3676.0,"Brooklyn, NY 11226",United States,New York,Kings County,40.6386251,-73.9591955,Brooklyn,502.72,$1M–$2M
Co-Op,285000,1,1,750.0,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,40.6195811,-73.9706361,Brooklyn,380.0,< $500K
Multi-Family,849000,5,3,2460.0,"Far Rockaway, NY 11691",United States,New York,Queens County,40.5939428,-73.7748361,Queens,345.12,$500K–$1M
House,549000,3,2,1250.0,"Bronx, NY 10453",United States,New York,Bronx County,40.8515331,-73.9197862,Bronx,439.2,$500K–$1M
Co-Op,729000,2,2,1700.0,"Floral Park, NY 11005",New York,Queens County,Queens,40.7577991,-73.7159564,Queens,428.82,$500K–$1M
